heart_rate,accel_mag,accel_x,accel_y,accel_z,hrv,mov_trend,fatigue
161,0.481,-0.262,-0.206,0.064,38.684,0.777,0
129,0.969,0.128,0.708,-0.149,40.316,0.866,0
136,1.047,0.252,0.294,0.163,40.368,0.968,0
80,1.923,-0.355,-0.967,-0.511,39.737,1.053,0
92,1.913,1.554,0.791,-0.081,35.526,1.315,0
120,1.291,-0.704,-0.725,-0.259,36.895,1.407,0
89,2.067,1.973,-0.255,-0.028,38.368,1.338,0
120,1.142,0.951,-0.264,0.131,35.368,1.207,0
84,1.467,2.121,0.195,0.009,32.632,1.424,0
145,0.675,0.698,-0.116,0.058,33.368,1.232,0
74,1.71,0.256,-0.916,-0.418,35.105,1.313,0
128,1.165,0.879,-0.374,0.125,37.842,1.452,0
166,0.476,-0.05,0.191,0.014,36.0,1.36,1
170,0.559,-0.404,0.031,0.042,31.421,1.27,0
182,0.104,-0.073,0.071,0.01,26.684,1.278,1
141,1.563,1.381,-0.566,-0.108,28.684,1.335,0
125,0.925,-0.26,-0.641,-0.304,28.421,1.272,0
179,0.259,-0.464,-0.029,-0.126,31.158,1.154,1
166,0.863,-0.491,0.905,0.241,31.789,1.042,1
176,0.223,0.079,-0.148,0.062,31.947,0.835,1
84,1.483,1.088,-0.23,0.157,35.105,0.841,0
128,1.281,-1.423,0.6,-0.625,37.053,0.779,0
145,1.332,1.01,-0.676,0.217,35.0,0.808,0
179,0.441,0.214,-0.057,0.114,36.158,0.708,1
133,1.328,-0.901,1.922,0.604,37.105,0.787,0
96,1.927,2.406,-2.017,0.337,37.421,0.76,0
166,0.164,-0.041,0.186,0.027,39.474,0.674,1
118,0.74,0.457,0.191,0.096,40.105,0.714,0
119,0.881,-0.308,0.549,-0.402,36.947,0.759,0
161,0.194,-0.152,0.057,0.027,35.421,0.801,1
112,1.183,0.135,0.319,-0.181,35.158,0.732,0
135,0.956,-0.179,0.092,0.015,34.368,0.735,0
157,0.734,0.117,-0.399,0.04,35.316,0.797,1
94,2.014,-2.478,1.401,-0.203,38.0,0.92,0
168,0.388,-0.108,-0.067,-0.124,39.737,1.039,1
145,0.589,0.072,-0.133,-0.062,40.105,0.964,0
177,0.197,-0.179,0.038,0.104,38.947,0.941,1
178,0.285,-0.044,0.235,0.122,38.316,0.854,1
137,1.79,-0.787,1.952,0.416,39.947,1.024,0
95,1.846,1.39,-0.257,0.645,37.316,1.013,0
132,1.393,-0.047,1.019,-0.815,36.947,0.959,0
161,0.655,-0.034,-0.037,0.082,37.579,1.071,0
170,0.464,-0.036,0.162,-0.098,36.263,1.029,1
183,0.257,-0.052,0.198,0.084,34.526,0.958,1
77,1.972,0.533,-2.212,-0.687,38.158,1.082,0
87,2.249,-0.642,-1.134,-0.152,35.0,1.194,0
100,2.297,-0.666,-0.844,0.338,33.158,1.292,0
175,0.191,-0.012,0.01,-0.03,37.053,1.208,1
135,1.177,-0.063,-0.027,-0.611,36.947,1.058,0
186,0.077,0.016,-0.047,0.021,37.053,1.026,1
183,0.037,-0.002,-0.013,0.005,36.0,1.052,1
94,1.991,-0.655,-2.371,-0.364,39.526,1.276,0
160,0.213,-0.132,-0.208,-0.079,39.684,1.381,1
160,0.822,0.352,-0.226,-0.171,35.789,1.17,0
155,1.04,0.979,-0.537,0.164,34.842,1.068,0
121,0.999,-0.451,-0.879,-0.15,34.947,1.081,0
164,0.895,-0.592,-0.178,-0.209,37.158,1.06,1
170,0.625,-0.077,0.335,0.343,35.316,1.094,1
176,0.067,-0.053,0.071,-0.037,33.421,1.132,1
153,0.626,0.164,0.348,0.102,32.684,0.904,1
152,0.565,0.199,-0.134,-0.077,31.211,0.736,1
167,1.033,0.945,-1.067,0.567,31.526,0.605,1
126,1.516,-0.955,0.689,0.624,33.0,0.704,0
96,2.122,0.414,-0.364,-1.346,29.0,0.802,0
175,0.047,-0.03,0.054,-0.018,32.632,0.816,1
137,1.366,0.063,1.329,0.799,33.947,0.936,0
114,1.618,-0.168,0.749,0.214,31.211,0.813,0
126,1.87,0.275,0.125,0.086,29.737,0.916,0
162,0.73,0.286,-0.498,0.265,28.947,0.967,0
107,1.529,1.076,0.61,0.89,31.684,1.052,0
125,1.386,1.277,-0.546,-0.157,27.947,1.108,0
92,1.525,1.24,1.071,0.061,26.211,1.133,0
181,0.527,0.031,-0.266,0.224,30.895,1.114,1
115,1.201,-0.153,-0.452,-0.104,34.105,1.206,0
89,1.882,1.207,0.103,-0.317,33.684,1.422,0
147,1.803,-1.023,-1.248,0.615,34.474,1.735,0
80,1.898,1.972,0.8,0.59,37.684,2.03,0
182,0.426,-0.0,-0.302,0.057,42.737,1.706,1
85,1.279,0.802,0.268,-0.114,46.632,1.512,0
176,0.245,-0.144,0.165,0.17,51.368,1.531,1
101,2.484,0.98,-1.893,1.468,54.526,1.465,0
134,1.574,-1.46,1.502,0.271,54.105,1.502,0
128,1.949,0.7,-1.076,-1.184,52.842,1.344,0
182,0.147,0.109,-0.085,0.072,51.526,1.313,1
141,0.464,-0.145,-0.095,0.06,51.684,1.204,1
135,1.246,-0.369,-0.935,0.008,50.789,1.166,0
150,0.363,-0.046,0.209,0.172,50.947,1.052,0
121,1.142,0.122,0.274,0.045,50.579,1.095,0
114,1.637,-1.765,1.464,-0.409,48.053,1.05,0
130,1.452,-0.634,1.886,0.519,47.947,0.957,0
166,0.342,0.038,0.285,0.013,48.105,0.826,1
173,0.092,-0.044,-0.004,-0.002,43.789,0.706,1
125,1.352,0.975,0.257,-0.019,42.842,0.791,0
153,0.798,0.273,0.268,-0.195,42.947,0.801,0
94,1.04,0.426,0.079,-0.069,43.0,0.834,0
190,0.191,0.097,-0.02,-0.061,44.526,0.676,1
155,0.671,-0.094,0.325,-0.059,41.0,0.633,1
75,1.928,0.484,-2.054,0.615,40.105,0.63,0
170,0.743,0.208,0.6,0.116,40.316,0.678,1
133,0.897,0.272,0.593,0.521,38.316,0.739,0
91,1.616,0.137,1.54,0.337,38.789,0.765,0
78,1.435,-0.181,-0.445,-0.236,39.158,0.877,0
133,1.132,-1.989,1.394,0.37,39.211,0.847,0
86,1.582,0.009,0.12,-0.349,39.526,0.824,0
161,0.905,1.142,0.324,-0.132,43.158,0.813,1
98,1.773,-0.086,0.056,-0.564,45.684,0.97,0
93,1.839,-0.368,-1.117,-0.436,44.421,1.206,0
91,2.146,1.785,-0.389,-1.676,44.158,1.186,0
136,1.452,-0.798,0.988,-0.607,45.684,1.266,0
84,1.949,-0.626,0.598,1.131,46.526,1.26,0
124,0.906,0.273,-0.189,-0.135,48.263,1.521,0
142,1.397,-0.051,0.419,-0.224,46.684,1.684,0
128,1.78,1.283,0.302,0.181,45.947,1.675,0
92,1.561,0.398,1.199,-1.038,44.737,1.662,0
136,1.302,0.311,-0.647,-0.391,42.0,1.639,0
87,1.625,-1.145,-0.193,1.008,42.737,1.597,0
148,0.78,-0.553,0.123,0.602,41.737,1.443,0
149,0.836,-0.407,0.604,-0.156,36.789,1.425,0
167,0.485,0.191,0.241,-0.038,35.789,1.358,1
114,1.641,-1.543,0.341,1.236,36.368,1.458,0
134,1.232,0.734,-0.671,0.024,36.737,1.296,0
175,0.239,-0.186,0.033,-0.054,36.0,1.08,1
164,0.198,0.027,0.128,0.013,34.105,0.93,1
183,0.406,-0.107,0.035,0.101,31.158,0.844,1
81,1.609,-0.787,-1.029,1.025,33.211,0.79,0
150,1.082,0.13,-0.967,0.031,36.579,0.771,0
149,1.181,0.757,0.428,0.816,36.526,0.735,0
148,0.796,0.095,-0.465,0.24,34.211,0.695,1
176,0.295,-0.084,-0.065,0.0,32.947,0.613,1
169,0.856,-0.406,-0.415,-0.435,31.211,0.582,1
90,1.833,-0.197,0.435,0.381,34.421,0.591,0
165,0.681,0.17,0.488,0.183,37.632,0.604,0
160,0.408,0.464,-0.232,-0.102,36.0,0.593,0
144,1.05,-0.402,0.069,0.024,34.526,0.651,0
140,1.38,-0.281,0.306,-0.051,32.158,0.617,0
140,1.293,-0.565,-0.227,-0.176,28.947,0.636,0
138,1.364,0.641,-0.353,0.167,29.0,0.747,0
95,1.899,0.162,-1.293,0.701,30.316,0.928,0
136,1.964,-0.424,-0.858,0.22,29.684,1.083,0
93,1.761,0.36,1.271,0.41,30.895,1.116,0
177,0.284,0.175,0.149,-0.097,33.158,1.054,1
182,0.23,0.249,-0.048,0.072,32.842,1.009,1
91,2.169,0.785,-1.107,1.617,36.632,1.167,0
138,1.414,0.32,-0.503,0.133,33.737,1.356,0
185,0.356,0.186,-0.067,-0.061,32.579,1.364,1
138,1.322,0.149,-1.099,0.315,35.0,1.305,0
88,1.892,-0.596,1.535,0.241,37.579,1.405,0
135,0.89,-0.669,-1.453,0.252,38.579,1.489,0
197,0.481,-0.052,-0.031,0.144,41.474,1.384,1
155,1.72,-0.394,0.526,-0.25,39.526,1.437,0
150,0.237,0.012,0.235,0.064,35.842,1.351,0
167,0.329,-0.024,-0.09,-0.016,36.474,1.174,1
75,1.677,0.482,0.684,0.075,40.474,1.037,0
176,0.15,-0.016,-0.197,0.008,45.579,0.843,1
152,1.542,-0.099,-0.42,-0.266,46.842,0.823,0
148,1.331,1.631,0.222,-0.009,46.947,0.923,0
137,0.812,0.141,-0.274,-0.346,45.263,1.014,0
174,0.35,-0.105,-0.164,-0.08,45.053,0.83,1
92,1.402,-0.554,-1.4,0.387,47.105,0.78,0
176,0.042,-0.002,-0.004,-0.004,47.105,0.784,1
123,1.152,-0.266,0.2,-0.308,49.632,0.797,0
93,1.854,1.45,0.652,-0.229,46.421,0.744,0
105,1.821,-0.698,-0.973,-0.465,44.579,0.773,0
117,0.935,0.089,-0.501,0.144,42.737,0.821,0
152,1.305,0.619,1.018,0.064,42.105,0.785,0
78,1.421,-1.528,-0.326,-0.053,43.368,0.897,0
95,1.76,0.426,-0.58,0.694,41.789,1.036,0
128,0.947,0.277,0.672,0.137,40.263,1.006,0
77,1.468,-1.234,1.163,0.131,40.737,1.217,0
171,0.153,-0.029,-0.056,-0.033,45.421,1.14,1
149,1.802,-1.065,1.519,-0.264,45.684,1.094,0
141,1.143,0.338,0.889,-0.38,41.263,1.076,0
78,2.144,0.184,-0.743,-0.389,39.263,1.334,0
76,1.664,-0.788,-0.007,-0.108,38.105,1.353,0
94,1.736,0.69,-0.841,0.523,38.842,1.503,0
160,0.422,0.04,-0.062,0.075,41.737,1.469,0
126,1.658,0.945,0.242,-0.762,41.579,1.459,0
158,0.671,0.317,-0.026,0.108,38.947,1.29,0
143,1.224,1.111,0.292,-0.199,35.316,1.271,0
147,1.182,0.71,0.988,0.252,32.737,1.298,0
176,0.359,-0.027,-0.123,-0.06,32.684,1.137,1
175,0.965,-0.815,0.172,0.469,32.105,0.999,0
100,1.547,-1.391,-0.085,-0.041,35.421,1.078,0
141,1.318,0.751,-0.802,0.335,35.737,0.992,0
131,1.199,0.691,0.333,-0.424,32.368,1.136,0
161,1.004,0.397,0.036,0.117,33.053,1.059,1
128,1.359,0.822,-0.448,-0.671,33.053,1.051,0
153,1.176,0.645,0.379,0.151,31.684,0.904,0
77,1.725,0.325,1.902,-0.604,30.737,0.895,0
95,1.772,-0.255,1.187,0.099,30.526,0.825,0
164,0.683,0.02,0.315,-0.125,33.737,0.867,1
139,2.045,1.537,-1.412,0.213,31.737,0.895,0
139,1.326,0.283,0.152,0.201,31.632,0.982,0
104,2.135,1.932,-0.319,1.602,32.526,1.014,0
137,0.675,0.224,-0.222,0.39,30.789,0.995,0
125,1.433,-1.464,0.474,-0.084,29.632,1.111,0
165,0.253,-0.315,-0.049,0.125,30.053,1.12,1
139,2.017,0.456,-0.121,-0.966,30.632,1.109,0
129,1.49,0.02,-1.257,-0.44,30.947,1.128,0
91,2.153,-0.275,-0.673,-1.021,31.421,1.116,0
111,1.373,-1.525,0.645,-0.28,32.421,1.185,0
131,1.365,-0.268,0.23,0.416,29.526,1.172,0
166,0.417,0.405,-0.028,-0.12,29.211,1.193,1
171,0.248,-0.102,0.03,0.057,28.947,1.105,1
125,0.931,0.108,0.639,-0.263,29.789,1.055,0
90,1.769,0.417,-0.783,0.096,29.895,1.1,0
160,0.842,0.739,0.227,0.243,32.263,1.011,0
158,0.75,0.364,-0.446,-0.142,28.368,0.945,0
182,0.363,-0.199,-0.125,-0.018,28.684,0.812,1
106,1.666,0.113,-0.363,-1.003,29.053,0.885,0
87,1.692,-0.413,1.493,-0.185,28.737,0.851,0
90,2.193,-0.295,1.131,0.053,28.895,0.981,0
132,1.349,0.135,0.338,0.226,29.263,0.924,0
132,1.67,-1.034,0.597,-0.296,27.526,0.925,0
158,0.575,0.466,0.306,-0.011,28.263,0.81,0
179,0.355,-0.04,-0.144,-0.117,27.263,0.749,1
172,0.394,-0.199,0.177,-0.017,26.263,0.704,1
131,1.164,-0.726,-0.424,-0.048,27.895,0.765,0
173,0.9,-0.397,0.894,-0.066,28.105,0.857,1
160,0.644,0.038,-0.022,0.065,27.737,0.88,0
138,1.445,1.16,0.32,-0.057,27.842,0.815,0
148,1.417,-0.081,-0.438,0.103,26.526,0.9,0
173,0.247,-0.325,0.195,-0.018,27.579,0.9,1
179,0.185,0.009,0.001,0.027,25.474,0.989,1
148,1.271,-0.725,-0.46,-0.15,25.263,0.908,0
154,0.391,-0.038,0.108,-0.021,21.895,0.819,0
134,1.392,1.515,-0.286,0.116,22.842,0.695,0
128,1.271,-0.845,-0.998,0.737,21.895,0.716,0
93,1.879,1.448,-2.736,-1.346,19.737,0.72,0
175,0.219,0.097,0.089,0.012,23.053,0.766,1
159,0.307,0.045,-0.201,-0.091,23.737,0.811,1
123,1.062,0.095,-0.131,-0.374,23.421,0.907,0
124,0.962,-0.148,-0.311,0.23,23.474,0.852,0
166,0.218,0.003,-0.044,-0.107,24.316,0.777,1
162,0.339,-0.239,-0.068,0.256,23.421,0.772,1
89,2.361,0.594,0.392,0.006,26.895,0.845,0
170,0.578,-0.542,-0.409,0.249,29.0,0.765,0
130,1.407,1.153,0.906,-0.231,28.895,0.861,0
90,1.337,0.132,1.762,0.198,30.316,0.943,0
159,0.911,0.109,-0.457,0.389,32.789,0.944,1
67,1.529,-0.35,0.501,-0.344,37.105,1.111,0
170,0.244,0.072,0.043,-0.146,41.211,1.092,1
167,0.52,-0.041,-0.163,-0.212,41.053,1.042,0
122,0.998,-0.351,-0.791,-0.636,41.789,0.96,0
169,0.895,0.141,-0.327,0.039,43.947,1.038,1
154,0.802,-0.207,-0.067,0.29,43.684,1.079,0
102,1.342,-0.849,0.102,-0.396,46.105,1.047,0
82,2.295,-0.989,-0.806,-0.854,45.316,1.161,0
127,1.52,-0.18,-0.424,0.02,43.368,1.323,0
146,0.72,0.046,-0.487,0.244,43.526,1.385,0
72,1.525,0.958,0.696,0.429,45.526,1.229,0
127,1.81,-0.436,0.74,-0.626,48.368,1.408,0
163,1.011,-1.252,-0.193,0.286,48.053,1.261,0
161,0.765,1.046,-0.022,-0.363,47.947,1.126,0
135,0.897,-0.621,-0.455,-0.296,45.474,1.153,0
177,0.29,0.125,0.04,-0.028,43.421,0.991,1
175,0.278,0.173,0.074,0.155,41.421,1.071,1
146,1.142,0.022,-0.461,0.077,40.842,1.174,0
139,0.757,0.183,-0.351,-0.114,37.579,1.235,0
94,1.089,1.334,0.193,-0.254,35.105,1.188,0
180,0.361,-0.088,-0.134,0.062,34.211,1.116,1
158,0.803,0.395,-0.435,0.228,35.211,1.057,0
152,0.507,0.232,0.156,0.202,33.158,0.854,1
103,1.762,0.896,-0.122,-0.204,33.263,0.803,0
175,0.435,-0.027,-0.166,0.101,36.263,0.769,1
159,0.752,-0.88,-0.031,0.052,34.368,0.762,0
151,0.974,0.734,0.553,-0.263,33.737,0.662,0
78,1.703,0.111,1.023,0.135,35.211,0.717,0
167,0.027,0.004,-0.009,-0.004,38.895,0.698,1
143,1.393,-1.32,-0.178,0.493,36.263,0.728,0
124,1.33,0.384,1.194,-0.197,34.368,0.852,0
85,1.837,-0.69,0.106,-0.327,34.526,0.949,0
171,0.117,-0.109,0.046,0.042,38.947,0.85,1
174,0.489,0.185,0.249,0.061,37.737,0.846,0
171,0.297,0.332,0.221,0.063,35.684,0.787,1
183,0.204,0.093,-0.171,0.064,36.211,0.799,1
178,0.204,0.064,-0.1,-0.033,34.947,0.788,1
127,1.426,-0.495,0.754,0.001,37.263,0.961,0
77,2.003,0.567,-1.061,0.881,37.526,0.961,0
141,0.649,-0.465,-0.373,-0.263,36.368,0.998,0
162,0.663,0.274,0.106,0.131,36.316,1.052,0
159,0.514,-0.182,-0.055,-0.141,36.158,1.087,0
150,0.808,-0.237,0.521,0.12,34.053,0.956,0
176,0.907,0.798,-0.029,-0.15,31.632,1.09,0
185,0.275,0.18,0.198,-0.09,31.263,0.955,1
166,0.743,-0.135,0.679,-0.305,31.842,0.836,1
113,1.121,0.249,0.393,-0.034,30.789,0.7,0
134,1.37,0.592,-0.788,0.359,27.211,0.843,0
159,0.64,0.107,-0.117,0.134,27.263,0.871,1
120,1.031,0.136,0.49,-0.177,28.316,0.982,0
173,0.166,0.022,0.008,0.0,29.053,0.991,1
166,0.581,-0.104,-0.156,0.203,24.895,1.072,0
78,2.346,-0.797,1.171,0.147,29.368,1.067,0
172,0.373,-0.003,0.397,-0.052,34.158,0.924,1
156,0.484,-0.057,-0.177,0.021,34.368,0.897,1
135,1.217,0.943,0.308,0.478,35.211,0.944,0
188,0.102,-0.071,0.112,-0.023,35.316,0.946,1
154,0.714,-0.865,-0.114,0.222,34.474,1.009,0
160,0.638,-0.092,0.003,0.317,31.421,0.919,1
127,1.034,0.479,0.221,0.391,32.053,1.071,0
96,1.405,-0.259,1.012,0.253,33.526,1.187,0
156,0.564,-0.986,-0.496,0.223,36.211,1.215,0
165,0.0,0.0,0.0,0.0,35.316,0.968,1
171,0.653,1.034,-0.634,-0.045,35.158,0.956,0
180,0.237,0.315,0.079,-0.076,34.632,0.837,1
136,1.374,-0.661,1.222,-0.117,34.158,0.936,0
86,1.452,0.172,0.349,0.243,35.684,0.976,0
63,1.996,-1.953,0.575,-0.632,35.579,0.886,0
99,2.02,1.251,1.895,-0.711,35.421,1.14,0
173,0.397,-0.167,-0.247,0.079,36.526,1.148,1
83,1.318,-1.006,-0.987,-0.116,40.895,1.106,0
92,1.953,1.491,0.148,-0.275,36.737,1.295,0
150,1.112,-0.266,0.83,-0.041,34.842,1.338,0
164,0.891,-0.021,0.262,0.146,34.737,1.39,1
94,1.907,0.093,-0.043,1.366,37.316,1.376,0
169,0.708,-0.116,0.428,0.11,38.474,1.254,1
69,2.434,-1.153,-0.003,0.025,41.947,1.457,0
175,0.462,-0.014,0.037,-0.016,47.211,1.675,1
153,0.707,0.326,-0.265,-0.657,46.632,1.677,1
161,0.728,-0.474,-0.072,-0.18,45.421,1.851,1
176,0.209,-0.067,0.037,-0.094,43.053,1.561,1
170,0.832,-0.632,0.336,0.096,42.895,1.403,0
92,2.107,-0.253,-1.301,0.314,46.684,1.453,0
153,0.703,-0.411,0.01,0.156,49.421,1.186,1
164,0.328,-0.005,0.237,-0.108,47.684,1.188,1
158,0.216,0.151,-0.013,-0.136,45.368,1.1,1
165,0.57,-0.251,-0.106,-0.151,44.526,0.883,1
128,1.446,-1.691,-1.779,0.321,44.579,0.882,0
133,1.413,-0.729,-0.688,0.671,40.947,0.9,0
87,2.228,-0.561,1.011,-1.279,38.632,0.873,0
86,1.924,-0.394,1.001,-0.543,38.211,0.983,0
184,0.234,-0.026,-0.119,-0.001,40.316,0.765,1
96,1.74,-1.783,0.347,0.526,44.211,0.813,0
185,0.337,-0.24,0.119,0.063,45.211,0.792,1
125,1.161,-0.581,-1.009,0.086,44.421,0.794,0
106,2.006,-0.17,1.404,0.319,40.158,0.943,0
125,1.214,0.216,0.286,0.017,35.579,0.997,0
119,1.459,0.13,1.035,1.026,34.737,0.955,0
83,1.925,-0.319,0.31,-0.604,36.211,1.105,0
125,1.277,-1.291,0.146,-0.014,37.632,1.168,0
84,1.845,0.049,1.392,1.436,39.474,1.358,0
101,1.618,-0.985,-1.301,0.21,36.263,1.569,0
95,1.984,-0.886,-0.493,0.265,33.368,1.57,0
153,0.53,0.151,-0.135,0.079,35.842,1.454,0
82,2.283,0.312,0.871,-0.563,39.263,1.427,0
120,1.298,-0.512,-0.198,-0.377,40.895,1.282,0
143,1.481,-0.348,-0.904,-0.457,40.158,1.571,0
157,0.52,0.188,0.084,-0.128,40.632,1.361,0
103,1.242,0.084,0.638,-0.157,41.053,1.455,0
171,0.385,0.299,0.384,0.035,44.579,1.364,1
150,0.773,-0.208,0.111,-0.299,40.526,1.15,1
133,1.285,-0.19,1.653,0.345,36.789,1.129,0
156,0.809,-0.089,0.091,0.094,33.316,1.134,0
90,2.095,-1.76,0.738,-0.129,33.632,1.067,0
112,2.16,-1.632,1.02,0.663,33.789,1.06,0
85,1.872,1.408,0.887,0.545,34.211,0.979,0
100,1.859,0.535,-0.078,-0.633,34.684,0.943,0
133,1.263,0.234,-0.497,-0.089,34.526,0.888,0
168,0.562,0.516,-0.027,-0.17,34.158,0.926,1
109,1.432,-1.928,-0.439,0.49,35.105,0.884,0
120,1.566,0.269,-0.138,0.265,34.789,0.923,0
173,0.717,-0.144,-0.903,0.147,37.263,0.837,1
81,1.079,0.202,1.154,-0.528,39.053,0.912,0
160,0.615,-0.167,-0.362,-0.153,39.474,0.846,1
168,0.798,-0.083,-0.156,0.014,37.895,0.896,1
162,0.702,-0.1,0.332,0.027,37.0,0.949,0
165,0.454,0.042,0.109,-0.008,36.421,0.903,1
82,1.059,-1.064,-1.16,0.333,37.947,0.947,0
102,1.804,-1.338,1.358,0.396,35.421,0.924,0
181,0.273,0.148,-0.077,0.002,38.474,0.791,1
111,1.594,1.553,0.366,0.239,41.263,0.776,0
73,2.252,-0.703,-0.02,-1.217,42.053,0.786,0
148,1.244,0.544,0.262,0.128,42.526,0.813,0
87,1.702,0.756,0.132,-1.014,44.579,0.869,0
177,0.208,-0.038,0.13,-0.021,47.895,0.844,1
118,1.343,0.183,0.247,0.001,50.211,0.821,0
120,1.234,0.451,-1.152,0.074,48.579,0.883,0
178,0.404,0.021,0.423,0.249,49.789,0.821,1
90,1.479,0.849,2.063,-0.008,51.316,0.896,0
95,2.161,0.237,0.813,-0.18,51.0,0.949,0
76,2.311,-0.16,-0.48,0.617,49.211,1.038,0
171,0.331,-0.119,0.011,-0.067,49.368,1.079,1
100,1.951,0.291,0.091,0.234,48.947,1.113,0
137,1.323,-0.813,0.196,-0.395,50.474,1.104,0
134,0.879,-0.071,0.274,0.441,50.316,1.272,0
155,0.553,-0.55,-0.085,-0.012,51.263,1.228,0
83,1.983,-0.06,-0.987,0.35,50.684,1.182,0
182,0.294,0.149,0.069,0.04,54.842,1.124,1
141,1.165,-0.311,-0.39,0.221,52.842,1.019,0
83,2.11,-0.516,1.15,0.078,52.211,1.215,0
182,0.132,-0.008,0.079,-0.049,55.421,1.156,1
180,0.163,-0.001,0.013,0.143,51.579,1.054,1
70,1.598,2.446,0.623,-0.422,54.158,1.175,0
104,1.57,-1.063,0.292,-0.6,51.211,1.119,0
103,1.5,-1.855,0.982,0.699,48.158,0.997,0
70,1.866,-0.5,-0.225,0.206,49.789,0.892,0
146,1.354,0.207,-0.505,-0.326,50.737,0.95,0
65,1.967,-0.698,-2.179,-0.253,50.368,0.91,0
140,1.486,-0.522,-0.311,0.118,54.053,0.94,0
158,1.176,0.584,0.074,0.49,54.0,0.927,0
91,1.476,-0.155,0.354,0.16,52.526,1.024,0
95,1.547,0.596,0.029,-1.081,49.0,1.016,0
158,0.514,0.408,0.052,0.068,50.368,1.081,1
156,1.062,0.322,0.254,-0.277,50.316,1.108,1
118,1.661,0.179,0.835,-0.051,51.211,0.977,0
153,0.695,0.607,-0.25,-0.325,49.263,1.072,1
179,0.316,-0.076,0.155,-0.052,45.421,1.148,1
126,1.055,-0.718,-0.261,-0.234,46.053,1.044,0
144,0.55,0.09,0.138,0.197,43.947,0.984,1
81,1.691,-0.882,-0.614,0.372,42.053,1.031,0
76,2.017,1.562,3.132,-0.726,42.211,1.066,0
182,0.361,-0.237,0.132,-0.225,42.0,0.953,1
83,1.998,1.231,0.719,0.97,45.421,0.954,0
163,0.924,-0.291,0.873,0.127,49.579,0.915,0
130,0.74,0.894,0.25,0.17,49.579,0.878,0
172,0.224,0.146,-0.017,-0.057,47.789,0.774,1
99,1.576,1.803,-1.358,-0.123,47.368,0.793,0
83,1.347,-0.178,-0.157,0.218,44.263,0.826,0
96,1.828,0.192,-1.059,-0.039,44.0,0.87,0
184,0.198,0.026,0.057,-0.104,45.105,0.814,1
149,1.245,-0.751,-0.729,-0.111,46.737,0.819,0
131,1.196,0.553,-0.756,0.153,44.368,0.857,0
146,1.031,0.161,-0.015,-0.049,45.053,0.88,0
129,0.7,0.014,0.258,0.079,43.947,0.937,0
180,0.286,0.218,0.034,-0.071,44.789,0.851,1
115,0.758,-0.125,-0.021,0.026,46.842,0.776,0
83,1.813,-0.257,-0.356,-1.318,45.737,0.903,0
149,0.602,0.574,0.387,-0.13,48.263,0.822,0
79,1.78,0.461,0.79,1.373,48.632,0.899,0
164,0.198,0.064,0.078,-0.064,52.842,0.89,1
145,1.307,1.059,-1.186,-0.522,48.263,1.033,0
142,0.918,-0.814,0.132,0.202,43.211,0.988,0
90,1.556,-0.801,-1.47,0.143,41.737,0.951,0
170,0.165,0.001,-0.151,0.057,44.211,0.81,1
169,0.222,0.078,-0.09,0.058,42.053,0.888,1
82,1.685,-1.998,-0.577,-0.596,42.789,0.885,0
59,2.033,-0.208,-2.936,-0.889,43.158,0.888,0
85,1.832,-0.379,0.756,-0.337,43.842,0.937,0
162,0.197,-0.083,-0.113,-0.025,43.263,0.899,1
171,0.115,0.122,0.022,-0.049,41.895,0.969,1
159,0.604,0.353,0.507,-0.114,41.579,1.043,1
131,0.706,-0.114,-0.005,0.336,42.263,0.878,0
138,1.375,-0.269,0.103,0.625,41.737,1.016,0
93,1.924,-0.338,-3.023,-0.745,41.421,0.968,0
85,2.13,2.504,0.576,0.053,38.421,1.135,0
135,1.459,-0.102,-1.202,0.423,39.368,1.067,0
85,2.106,-0.479,2.632,0.272,38.526,1.191,0
77,2.162,-2.914,2.052,-0.264,35.263,1.214,0
178,0.112,-0.032,0.056,-0.035,36.105,1.357,1
64,1.564,-0.736,1.688,0.403,41.105,1.452,0
185,0.098,0.03,0.037,-0.036,47.316,1.296,1
116,1.1,-0.515,-0.41,0.284,48.211,1.161,0
101,1.804,-0.194,-0.119,0.699,44.789,1.101,0
154,0.792,0.618,-0.502,-0.084,47.526,1.176,1
165,0.374,0.275,-0.044,-0.041,43.526,1.206,1
114,1.638,0.638,1.612,-0.581,45.0,1.287,0
88,1.992,-0.076,-1.734,0.045,45.0,1.482,0
184,0.066,-0.124,0.008,-0.005,46.0,1.315,1
90,2.007,1.31,0.833,0.164,50.474,1.308,0
80,1.435,-0.007,-0.411,-0.483,50.368,1.116,0
126,1.358,-1.099,0.013,0.774,51.316,1.1,0
168,0.532,0.389,-0.206,-0.437,53.158,0.941,1
147,0.89,-0.402,0.204,0.3,51.895,0.842,0
167,0.106,0.044,0.031,-0.01,52.526,0.844,1
140,1.366,-1.042,-0.31,0.368,51.316,0.778,0
178,0.268,-0.067,0.138,0.012,50.684,0.854,1
100,1.828,-0.56,-2.801,-0.092,54.368,0.941,0
131,1.275,0.133,1.525,-0.174,50.684,0.912,0
107,1.771,0.348,1.012,-0.431,45.947,0.937,0
180,0.285,-0.08,0.035,-0.009,43.421,0.918,1
153,0.841,0.673,0.294,-0.081,41.211,0.828,1
181,0.0,0.0,0.0,0.0,41.895,0.68,1
174,0.456,-0.048,0.023,-0.018,39.474,0.746,1
